,date,COMNAM,TAQ_TICKER,MARKETCAP,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
10026,20180119,J & J SNACK FOODS CORP,JJSF,2871138.4,6.0,3.0,8.0,4.0,7.0,10,10.0,10.0,4.0,4.0,4.0,8.0,6.0,3.0,4.0,2.0,5.0,3.0,3.0,6.0,5.0,1.0,9.0,7.0,3.0,7.0,7.0,,6.0,2.0,5.0,7.0,8.0,6.0,5.0,3.0,4.0,7.0,,7.0,5.0,10.0,5.0,8.0,9.0,4.0,4.0,4.0,1.0,5.0,10.0,4,10.0,10,1
10028,20180119,D G S E COMPANIES INC,DGSE,27481.86,10.0,5.0,10.0,4.0,10.0,1,10.0,1.0,1.0,1.0,10.0,10.0,2.0,,1.0,,9.0,10.0,1.0,1.0,10.0,4.0,1.0,1.0,10.0,9.0,,,,8.0,,,10.0,2.0,1.0,10.0,4.0,1.0,,10.0,8.0,10.0,10.0,1.0,10.0,10.0,10.0,,,3.0,1.0,4,10.0,10,1
10032,20180119,PLEXUS CORP,PLXS,2035239.92,7.0,6.0,3.0,7.0,4.0,10,1.0,10.0,4.0,3.0,5.0,9.0,1.0,,6.0,5.0,8.0,9.0,8.0,7.0,7.0,5.0,7.0,5.0,8.0,,,,7.0,9.0,8.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,9.0,6.0,8.0,8.0,8.0,8.0,5.0,3.0,7.0,7.0,9.0,3.0,7.0,4,8.0,10,1
10044,20180119,ROCKY MOUNTAIN CHOC FAC INC NEW,RMCF,73433.32,10.0,4.0,9.0,5.0,8.0,10,10.0,10.0,4.0,8.0,9.0,8.0,6.0,10.0,9.0,7.0,8.0,9.0,7.0,3.0,7.0,2.0,10.0,9.0,5.0,5.0,4.0,,3.0,2.0,2.0,5.0,10.0,6.0,6.0,8.0,4.0,4.0,,8.0,7.0,10.0,4.0,7.0,10.0,10.0,3.0,3.0,1.0,9.0,2.0,4,10.0,10,1
10051,20180119,HANGER INC,<undefined>,,,,1.0,,,1,1.0,1.0,6.0,9.0,10.0,9.0,1.0,,,,7.0,8.0,4.0,8.0,7.0,,1.0,1.0,,3.0,,,,1.0,,,5.0,4.0,8.0,10.0,,7.0,,,,,6.0,10.0,9.0,2.0,8.0,8.0,3.0,,,4,,10,1
10104,20180119,ORACLE CORP,ORCL,209381069.16,1.0,4.0,6.0,4.0,3.0,10,1.0,10.0,5.0,5.0,6.0,2.0,10.0,4.0,8.0,5.0,9.0,7.0,2.0,7.0,7.0,3.0,9.0,9.0,2.0,7.0,4.0,2.0,4.0,6.0,4.0,4.0,9.0,8.0,8.0,8.0,4.0,4.0,6.0,8.0,6.0,8.0,8.0,9.0,7.0,7.0,8.0,9.0,8.0,8.0,6.0,4,9.0,10,1
10107,20180119,MICROSOFT CORP,MSFT,693450000.0,1.0,2.0,6.0,2.0,2.0,1,1.0,10.0,8.0,9.0,3.0,3.0,10.0,6.0,5.0,2.0,10.0,5.0,1.0,2.0,9.0,1.0,9.0,9.0,1.0,8.0,6.0,1.0,7.0,6.0,4.0,5.0,9.0,8.0,5.0,2.0,1.0,7.0,7.0,10.0,6.0,9.0,5.0,9.0,6.0,6.0,4.0,4.0,5.0,7.0,8.0,4,10.0,10,1
10138,20180119,T ROWE PRICE GROUP INC,TROW,28763775.85,2.0,,,,,1,10.0,10.0,10.0,,,,,10.0,9.0,5.0,,,,,,1.0,10.0,9.0,2.0,9.0,10.0,,10.0,8.0,,,5.0,8.0,8.0,7.0,,6.0,8.0,9.0,9.0,10.0,4.0,10.0,5.0,4.0,5.0,4.0,6.0,8.0,9.0,4,7.0,10,1
10145,20180119,HONEYWELL INTERNATIONAL INC,HON,120098178.9,1.0,3.0,5.0,3.0,2.0,1,1.0,10.0,6.0,5.0,3.0,5.0,6.0,6.0,8.0,4.0,7.0,9.0,5.0,5.0,5.0,3.0,9.0,9.0,4.0,6.0,8.0,5.0,7.0,,4.0,4.0,8.0,8.0,7.0,4.0,2.0,8.0,8.0,9.0,6.0,9.0,7.0,10.0,7.0,8.0,,,,7.0,10.0,1,9.0,10,1
10158,20180119,AMERESCO INC,AMRC,254412.0,10.0,10.0,4.0,10.0,9.0,1,1.0,10.0,10.0,9.0,3.0,6.0,3.0,,9.0,10.0,2.0,2.0,4.0,2.0,5.0,10.0,4.0,4.0,10.0,3.0,,,8.0,10.0,10.0,9.0,9.0,10.0,3.0,10.0,10.0,8.0,,6.0,10.0,6.0,5.0,3.0,3.0,1.0,5.0,,,2.0,1.0,8,10.0,10,1
10180,20180119,AKORN INC,AKRX,4129253.91,4.0,5.0,7.0,5.0,7.0,10,10.0,10.0,8.0,1.0,9.0,4.0,9.0,,9.0,8.0,4.0,5.0,2.0,1.0,2.0,3.0,9.0,9.0,3.0,2.0,,,3.0,3.0,2.0,4.0,1.0,9.0,10.0,6.0,4.0,5.0,,2.0,2.0,2.0,7.0,10.0,4.0,1.0,6.0,7.0,4.0,1.0,5.0,4,2.0,10,1
10182,20180119,TECH DATA CORP,TECD,4093435.37,5.0,8.0,4.0,8.0,7.0,1,10.0,10.0,2.0,3.0,5.0,10.0,1.0,,10.0,8.0,9.0,5.0,2.0,4.0,8.0,8.0,6.0,7.0,10.0,6.0,,2.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,8.0,1.0,,4.0,6.0,4.0,5.0,5.0,5.0,7.0,6.0,,,6.0,9.0,4,3.0,10,1
10200,20180119,REPLIGEN CORP,RGEN,1559542.86,7.0,2.0,4.0,2.0,1.0,1,1.0,1.0,3.0,1.0,1.0,2.0,9.0,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,,,2.0,3.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,9.0,6.0,3.0,7.0,4.0,4.0,2.0,10.0,4.0,,,3.0,5.0,4,4.0,10,1
10220,20180119,B W X TECHNOLOGIES INC,BWXT,6357879.84,4.0,1.0,7.0,1.0,1.0,10,1.0,10.0,10.0,4.0,2.0,7.0,6.0,2.0,6.0,4.0,9.0,1.0,5.0,8.0,3.0,1.0,10.0,10.0,3.0,2.0,1.0,,8.0,10.0,4.0,5.0,9.0,10.0,5.0,3.0,1.0,6.0,,10.0,5.0,10.0,8.0,9.0,9.0,5.0,6.0,6.0,9.0,10.0,7.0,8,7.0,10,1
10232,20180119,ELMIRA SAVINGS BANK NY,ESBK,71077.65,10.0,,,,,10,10.0,1.0,1.0,,,,,9.0,9.0,7.0,,,,,,10.0,3.0,6.0,4.0,,3.0,,4.0,7.0,,,10.0,4.0,6.0,8.0,,1.0,6.0,5.0,9.0,3.0,6.0,9.0,10.0,4.0,6.0,7.0,7.0,4.0,3.0,4,10.0,10,1
10239,20180119,BALDWIN & LYONS INC,BWIN B,298797.2,9.0,,,,,10,10.0,1.0,5.0,,,,,9.0,9.0,7.0,,,,,,9.0,5.0,5.0,6.0,6.0,3.0,,4.0,6.0,,,10.0,4.0,5.0,8.0,,7.0,,5.0,9.0,5.0,7.0,9.0,10.0,3.0,5.0,5.0,5.0,7.0,4.0,4,10.0,10,1
10252,20180119,INDEPENDENT BANK CORP MA,INDB,2018947.5,7.0,,,,,10,10.0,10.0,2.0,,,,,4.0,5.0,2.0,,,,,,9.0,4.0,6.0,1.0,,8.0,,7.0,7.0,,,4.0,4.0,2.0,2.0,,3.0,10.0,6.0,6.0,4.0,8.0,8.0,6.0,2.0,9.0,9.0,9.0,3.0,8.0,4,10.0,10,1
10253,20180119,DOCUMENT SECURITY SYSTEMS INC,DSS,35179.46,10.0,5.0,8.0,6.0,9.0,1,10.0,1.0,2.0,10.0,2.0,7.0,7.0,,1.0,2.0,10.0,4.0,10.0,1.0,3.0,8.0,2.0,1.0,9.0,10.0,,,,6.0,,,6.0,8.0,10.0,10.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,10.0,5.0,1.0,,,1.0,1.0,4,1.0,10,1
10257,20180119,D L H HOLDINGS CORP,DLHC,73311.94,10.0,6.0,6.0,5.0,7.0,10,1.0,1.0,1.0,10.0,1.0,8.0,3.0,,7.0,5.0,1.0,6.0,1.0,1.0,1.0,5.0,7.0,6.0,8.0,1.0,,,7.0,1.0,7.0,7.0,10.0,4.0,1.0,1.0,6.0,2.0,,7.0,7.0,8.0,7.0,2.0,10.0,10.0,9.0,,,9.0,1.0,4,10.0,10,1
10258,20180119,CELLDEX THERAPEUTICS INC,CLDX,382315.2,10.0,8.0,,8.0,,10,10.0,1.0,1.0,7.0,2.0,1.0,1.0,,1.0,,10.0,6.0,4.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,3.0,,,3.0,2.0,10.0,10.0,8.0,1.0,,1.0,1.0,1.0,9.0,2.0,1.0,3.0,9.0,,,1.0,1.0,4,4.0,10,1
10259,20180119,SIGMA DESIGNS INC,SIGM,269249.95,10.0,8.0,10.0,8.0,10.0,10,10.0,10.0,2.0,1.0,4.0,7.0,9.0,,3.0,7.0,9.0,6.0,1.0,8.0,2.0,5.0,3.0,3.0,7.0,1.0,,,2.0,9.0,5.0,8.0,9.0,3.0,7.0,8.0,6.0,2.0,,,,,1.0,2.0,3.0,6.0,1.0,,,2.0,1.0,4,2.0,10,1
10302,20180119,CYPRESS SEMICONDUCTOR CORP,CY,6125105.8,4.0,6.0,4.0,7.0,5.0,10,1.0,10.0,2.0,6.0,8.0,3.0,7.0,9.0,1.0,,3.0,10.0,5.0,3.0,2.0,5.0,1.0,1.0,4.0,9.0,10.0,,6.0,9.0,7.0,6.0,3.0,9.0,6.0,8.0,5.0,1.0,,3.0,3.0,4.0,9.0,5.0,2.0,2.0,8.0,,,1.0,2.0,4,2.0,10,1
10308,20180119,TOMPKINS FINANCIAL CORP,TMP,1304721.46,8.0,,,,,1,1.0,10.0,4.0,,,,,5.0,6.0,2.0,,,,,,9.0,4.0,7.0,1.0,,5.0,,7.0,7.0,,,5.0,3.0,2.0,1.0,,4.0,10.0,7.0,7.0,4.0,10.0,8.0,6.0,4.0,10.0,10.0,10.0,5.0,8.0,4,10.0,10,1
10318,20180119,BALCHEM CORP,BCPC,2626280.4,6.0,3.0,5.0,3.0,2.0,10,1.0,10.0,4.0,3.0,3.0,4.0,7.0,1.0,4.0,2.0,2.0,5.0,7.0,9.0,6.0,1.0,8.0,6.0,1.0,3.0,8.0,,5.0,3.0,3.0,3.0,6.0,4.0,2.0,2.0,3.0,4.0,9.0,6.0,4.0,8.0,10.0,9.0,6.0,2.0,9.0,10.0,8.0,2.0,8.0,4,10.0,10,1
10333,20180119,XOMA CORP,XOMA,277001.42,10.0,,3.0,,,1,10.0,1.0,1.0,8.0,10.0,1.0,10.0,,,,10.0,9.0,10.0,10.0,10.0,5.0,,,1.0,10.0,,,10.0,3.0,,,3.0,10.0,10.0,10.0,,1.0,,,10.0,10.0,1.0,1.0,1.0,8.0,1.0,,,1.0,5.0,4,2.0,10,1
10355,20180119,DAILY JOURNAL CORP,DJCO,324465.95,10.0,5.0,1.0,5.0,1.0,1,1.0,1.0,6.0,4.0,7.0,1.0,5.0,,3.0,1.0,10.0,6.0,2.0,1.0,8.0,3.0,3.0,3.0,1.0,5.0,,,5.0,6.0,5.0,2.0,2.0,3.0,3.0,2.0,6.0,7.0,,2.0,2.0,2.0,8.0,3.0,8.0,1.0,7.0,,,4.0,10.0,4,10.0,10,1
10363,20180119,A M A G PHARMACEUTICALS INC,AMAG,472049.55,9.0,9.0,4.0,9.0,8.0,1,10.0,10.0,2.0,9.0,7.0,1.0,10.0,,3.0,6.0,7.0,8.0,4.0,1.0,1.0,8.0,3.0,3.0,4.0,9.0,,,1.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,10.0,8.0,1.0,1.0,1.0,1.0,9.0,1.0,3.0,1.0,9.0,,,1.0,2.0,4,1.0,10,1
10375,20180119,T C F FINANCIAL CORP,TCF,3823767.68,6.0,,,,,10,1.0,10.0,6.0,,,,,3.0,8.0,9.0,,,,,,10.0,4.0,6.0,3.0,,8.0,,9.0,7.0,,,10.0,4.0,3.0,5.0,,5.0,8.0,6.0,9.0,4.0,5.0,7.0,4.0,3.0,6.0,6.0,7.0,5.0,3.0,4,5.0,10,1
