Time,FITB(t),AGN(t),ZBRA(t),ADBE(t),CKFR(t),MEDI(t),TXT(t),CMCSA(t),HON(t),SCH(t),PDCO(t),GDW(t),PHA(t),LXK(t),FISV(t),CTSH(t),GCI(t),VRNT(t),TER(t),PHM(t),APOL(t),ADI(t),CMVT(t),STT(t),SPLS(t),JBL(t),ROH(t),BMY(t),SBUX(t),CAG(t),PHTN(t),FDO(t),HSIC(t),MCD(t),DE(t),FDX(t),WYE(t),BBT(t),COMS(t),INTC(t),ADVP(t),DOW(t),SRCL(t),XRAY(t),BGEN(t),SLM(t),HLYW(t),SYMC(t),CFC(t),ZRAN(t),TUES(t),HOTT(t),BHI(t),GE(t),SUNW(t),CAKE(t),WHR(t),WMI(t),WLP(t),MAY(t),IBM(t),ABT(t),AA(t),PMCS(t),FDRY(t),ECL(t),HRB(t),EXPD(t),LNC(t),SO(t),FLIR(t),NTAP(t),GM(t),ELX(t),PGR(t),AZO(t),BAX(t),BZH(t),AMD(t),AVP(t),UVN(t),ABI(t),LNCR(t),LEN(t),EP(t),MAT(t),DCTM(t),GNSS(t),ABK(t),LLY(t),HI(t),FNM(t),ACAS(t),MOT(t),AIG(t),BRCD(t),PGN(t),AFL(t),EBAY(t),MSFT(t),ADRX(t),TXN(t),INVN(t),FRE(t),JCI(t),ELBO(t),C(t),BMET(t),BBY(t),CB(t),PDLI(t),PX(t),LTD(t),MCHP(t),VRTS(t),MXIM(t),K(t),WBSN(t),MHP(t),PNRA(t),ERTS(t),BCC(t),ACDO(t),PFCB(t),RFMD(t),PG(t),LSCC(t),LLL(t),NCEN(t),COLM(t),SNPS(t),BLS(t),SOTR(t),STJ(t),THQI(t),ICST(t),CERN(t),UPS(t),ICOS(t),MER(t),KBH(t),CHRW(t),MANH(t),TMPW(t),TTWO(t),PLCE(t),UNP(t),BNI(t),SCIO(t),THC(t),EL(t),CMCSK(t),RJR(t),KRB(t),SGP(t),AEP(t),ESRX(t),GS(t),IMN(t),AMZN(t),CTX(t),RGLD(t),CNXT(t),LEA(t),MHK(t),USAI(t),CVC(t),SMTC(t),CYTC(t),SEPR(t),CTAS(t),WY(t),ED(t),ONE(t),DGX(t),JCP(t),PNC(t),PCAR(t),DPMI(t),APA(t),WAG(t),FON(t),APC(t),LMT(t),CL(t),CDWC(t),BJS(t),G(t),GILD(t),ITW(t),JDSU(t),XMSR(t),XOM(t),LEH(t),COP(t),SEBL(t),AVY(t),SBC(t),JNJ(t),NKE(t),BUD(t),EDS(t),WFC(t),LAMR(t),LIZ(t),AMTD(t),HAL(t),PFE(t),NVDA(t),BAC(t),SLAB(t),TLAB(t),XLNX(t),AMGN(t),AAPL(t),SWKS(t),FHCC(t),MOVI(t),VXGN(t),MUR(t),EFX(t),ISSX(t),COCO(t),LSI(t),OMC(t),OVER(t),IVGN(t),QLGC(t),HNZ(t),ITWO(t),APCC(t),KSS(t),IMCL(t),NEM(t),IRF(t),BOW(t),ALTR(t),NOC(t),JBHT(t),ATVI(t),CVX(t),JPM(t),DISH(t),CHS(t),CSCO(t),FRX(t),OSIP(t),SAFC(t),YUM(t),AT(t)
113000,3.6202847084839045e-07,-7.658789398807168e-07,0.0,6.400721164921287e-07,0.0,0,-3.829417643460239e-08,0.0,9.336834817690949e-07,0,-2.6931732330654914e-06,-5.456347441256924e-07,0.0,0,4.112078574118694e-08,7.063295198856731e-07,6.965661304530363e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113100,-3.5199679067621867e-07,0,-8.187436458110788e-07,3.1790195833972836e-07,-1.124039647662911e-07,0,2.814404932900424e-07,3.090643839779662e-08,-2.7061909259478046e-07,-4.6616876801150853e-08,-2.1814228001276964e-07,8.750001396157982e-08,0.0,2.5662009271288402e-08,2.532302300409795e-09,-4.6701979281087956e-07,-2.594833151298549e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113200,-6.08395238786232e-08,0,-8.158171123555068e-08,-6.869079890272937e-08,-1.212902371188663e-07,0.0,-4.860519382119728e-09,0,-5.041501670497903e-07,0.0,0.0,1.2971160816275383e-07,-6.0709186162725e-07,-3.7509359702609885e-23,2.937867074079506e-08,0.0,2.0197671484906586e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113300,9.465799414765904e-08,0.0,1.665026417149274e-08,-5.367228352617655e-08,-9.800388060031625e-08,0.0,8.130647479388183e-09,0.0,-8.456342324558623e-23,0.0,4.1852538772735394e-07,-1.6987781601575193e-08,0.0,-9.287018567485788e-08,0,4.914467657505412e-07,-2.0874920306467706e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113400,-1.0971042177628193e-07,8.714096266195325e-08,-9.500080315174798e-07,-6.829258454183778e-09,-7.145134226048767e-07,0,0.0,0,8.050539955078177e-08,0.0,1.2045303238713345e-08,0.0,0.0,3.049405112535475e-08,5.842716886826951e-07,6.053692722557596e-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113500,2.8124416674747602e-08,8.493307725645988e-08,1.9705632893295045e-07,4.197022595984854e-09,0,0.0,9.286643977040091e-09,1.0901153804588056e-07,5.067538856775177e-22,2.365415600276626e-08,0,0.0,0.0,1.1292753924569011e-08,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113600,6.042189392394796e-08,2.4950179902368015e-22,0,9.794994563452598e-07,1.1612671004370446e-07,0.0,4.3672367545667167e-07,2.9101090351920034e-07,-3.1028364181864196e-08,0,0.0,-7.619818943106372e-07,0.0,-3.948387142507727e-08,0,-1.0277267684080834e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113700,0.0,1.8093413100318716e-06,0.0,0.0,7.784074460612378e-10,-5.970521130871159e-08,0,2.2309562731664177e-07,-1.4943458052954657e-06,0.0,-5.81697219461577e-07,3.0362459543913426e-06,0,7.514197376573235e-08,0,1.565692484727338e-07,-9.800046240244856e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113800,0.0,0.0,-3.0265184585291035e-07,0.0,-2.1915382655565087e-07,0,-1.2946363086453502e-08,-6.34211077180616e-07,4.108663981093846e-07,7.791250711251706e-07,0.0,7.480052961492756e-07,0.0,1.0253584783380045e-07,-2.6364087633798404e-07,0,-3.5582789044032416e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113900,0.0,-1.1617496508802388e-08,3.1445053393672695e-09,0,-9.671525240780713e-08,0,5.266655163701393e-09,3.9166408028205126e-07,-6.009842234030111e-07,0.0,0.0,-4.4178883661885953e-07,2.85526306848793e-07,-1.961702643768364e-07,7.887802217094501e-08,0.0,-1.1362213978766651e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114000,5.838634452241234e-08,0.0,-1.541889288994302e-08,0,4.911361157010222e-07,0,0,-2.9167789227957233e-07,0,0.0,0.0,-5.304699501489408e-09,-4.076692344225592e-07,2.486424539651232e-07,3.6776600016243367e-07,-8.615201637921066e-08,4.0356821842431594e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114100,-1.4983708951549949e-07,0.0,-5.920200097111582e-07,0.0,-9.212534776787098e-07,-7.566053402233344e-22,0.0,0.0,-1.742931391509637e-07,0.0,0.0,0.0,3.743785422546614e-08,0.0,2.0260943470783896e-07,0.0,3.289473568419086e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114200,-2.268217876721893e-08,1.8764024016373123e-07,-1.2638387348314298e-07,0.0,-1.1080246906842509e-07,6.089392871135839e-08,4.0091850405506294e-08,6.678805473886337e-08,0,0,0.0,-1.3328670220312625e-06,0.0,3.8584055616366564e-08,2.65359053663169e-07,1.7400930420879007e-07,3.332357214803609e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114300,-2.012150732505329e-08,-3.7827381845911557e-07,-3.124604687047908e-07,-1.033160183671207e-07,-2.4140520910094237e-07,0,0,5.823183120228805e-08,-1.9933813640689776e-22,0,0.0,0,3.308370431282331e-07,1.94407037925881e-08,-1.847920719096146e-07,3.79973697758623e-07,-4.816582522597682e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114400,0,-1.3595190580347017e-08,-1.313346129523315e-07,0,-1.3569557046536228e-07,-5.5856369798915814e-08,0.0,0,3.7231962069984105e-07,0.0,-6.563878867945555e-07,-2.5066068441613415e-07,-1.316068160478814e-07,-1.5897197012298396e-08,2.1409101859462765e-06,0,9.836661702535564e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114500,-4.640058246076144e-22,-5.396661193407665e-08,5.139529149132388e-07,-3.02391628057358e-07,6.844916749935068e-07,-1.324884309910175e-07,4.679461933871972e-07,8.448056272510956e-07,-1.051625220320517e-07,0,7.977463261300111e-06,-3.056603403643326e-07,5.659774023788558e-07,3.5723809973901896e-07,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114600,0,1.9498156240722048e-07,-4.8684970924654846e-09,-1.1563915198337387e-06,-1.5639583065397237e-07,-1.687659717950504e-21,9.032505052624027e-08,0.0,3.7388096582655547e-07,0.0,0.0,0.0,-9.857922799460926e-08,5.976168904987067e-08,-3.14537416901315e-08,-1.9160937479857023e-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114700,0,2.690413751573304e-07,0.0,0,0.0,0,-1.2486961016588324e-07,0.0,1.1219786923076481e-07,-8.508399923046044e-08,1.4731442676865477e-07,0.0,-1.9186224269208646e-08,-1.391277757511953e-07,2.286901590805894e-22,8.849636345934989e-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114800,0,9.88084043183713e-08,0,0.0,2.002279756673174e-08,-2.6556304309714295e-22,-2.739999386593508e-07,-2.1324599209499435e-07,1.4333568444510074e-06,3.8614521090204164e-07,1.1799740676697383e-07,2.5128355015384113e-08,-8.035383499044593e-08,-2.3123183722436167e-07,-2.2869015908058955e-22,1.6601066220198772e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114900,0.0,1.9889855833355697e-07,0.0,-2.2021188357707586e-07,0,-1.9222354064477678e-06,-5.378033655826447e-07,0.0,-1.0099099311512081e-08,0.0,0.0,-6.160909129208695e-07,-4.154947399625606e-08,-2.2902644531091957e-08,-1.5392468320976094e-09,-3.3182045353517195e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115000,0.0,7.941066710496056e-07,-2.5510368606176743e-08,0,-3.9111265784596173e-07,8.029476073846002e-07,-2.2395388418837038e-07,0.0,1.1144810169862133e-07,-7.185373058297085e-22,0.0,0,-2.6537917022377e-07,0,-1.0055742793311711e-07,-1.1198812652017875e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115100,0,5.65899854221214e-08,0,0.0,5.13080175330217e-07,-4.248065094247559e-22,-6.84832378399697e-07,-3.1904328382825717e-07,-2.586521505251724e-07,0.0,-3.1740364150097446e-07,8.786880011976547e-09,1.6711727112809767e-07,8.91189421582959e-08,-5.7212930068446875e-08,1.6592030228124035e-07,1.7900981885812038e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115200,0,-1.324531692353521e-06,0.0,-3.1287088764325875e-07,-3.567086316891431e-22,0,1.8799745989076856e-08,0.0,1.2107139583504113e-06,0.0,2.0516955197011905e-06,0.0,-7.913692068014239e-08,9.786368892415444e-08,4.24559746798994e-07,9.999665023503637e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115300,0.0,-2.8699471072545025e-07,2.858635424317892e-07,0.0,-2.974789274111402e-22,-9.110141049881558e-07,5.54998072275757e-06,0.0,-1.7496785425550967e-07,0,0,0,-2.999718059363583e-07,-1.9258320459779988e-08,-7.121567614776067e-08,-1.4277106270719735e-07,9.608197457332829e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115400,0.0,1.322775717322201e-06,2.9029038156823766e-07,0.0,0,0,0,2.62585189918718e-07,1.8486906912397486e-08,0.0,1.9495373169150999e-07,-4.4527513291249043e-07,-2.572880456383904e-08,0,2.07857521694626e-07,-9.831802681820463e-08,1.3427061418179444e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115500,0.0,0.0,8.183973215181005e-08,0.0,0,-3.698480267720287e-07,0,-6.245418883383786e-07,7.612254854620679e-08,0,-6.276357558523505e-07,-1.2370164882204987e-07,1.418396508543557e-08,7.970073324298393e-08,0.0,2.42041942691415e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115600,0,0.0,2.7154751183879766e-08,-3.69639477626647e-07,5.269032453984981e-07,0,0,-2.859291959471744e-07,4.902991299344241e-07,0.0,9.907905827787522e-07,3.5553079538524184e-07,-5.297386829534226e-07,4.881065148867646e-08,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115700,0,0.0,1.0834108600905134e-07,-6.508793121474678e-07,2.078132370956351e-07,-6.941147765997432e-07,0,2.2284483127144325e-08,6.43335622713741e-07,0,0.0,7.479041941679997e-07,-2.6008232881332994e-07,-2.440480762760282e-08,0.0,8.28428758979052e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115800,-7.074943155087862e-07,0.0,-8.965148470360062e-07,-2.3424073288183195e-06,0,-1.4901896593434664e-07,0,1.8588154468832932e-07,0,0.0,-1.9536285851632827e-07,-8.74779967504257e-07,-5.171314711000869e-07,8.76394269485974e-08,0,9.188647937049101e-09,1.0785828371359753e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115900,0,2.2426895874749688e-08,0.0,4.0536974375596426e-07,0,-5.285650206294101e-08,0,-1.2647277562524754e-07,0,0,0.0,-4.246470051584204e-09,0,1.3007837082627156e-07,0.0,4.1917027477527936e-07,4.4671715464899343e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,-7.851074223788066e-07,-3.1088337415208138e-09,-7.415684115378489e-08,-7.966376604469374e-07,2.6570652845174453e-08,2.067906375396907e-08,9.016634221793174e-08,-2.162912840325872e-08,5.232265823071387e-07,0,0.0,0,6.102282278609309e-08,0.0,4.120072238260808e-06,0,-2.642646415746159e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120100,-4.700835195109395e-22,0.0,0,0.0,-6.343005575105283e-22,1.349046226186246e-07,3.1911483912608115e-07,1.564474259799363e-05,0,0,3.509734244592948e-07,1.0742806468208642e-06,-1.808589556602041e-07,-1.1135687095928366e-06,1.0842713425048856e-07,-3.9456125489523834e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
